PEOPLE_NEGATIVE_NEW_COUNT,PROVINCE_STATE_CODE,DATA_COMPLETENESS_SCORE_NAME,PEOPLE_POSITIVE_CASES_COUNT,REPORT_DATE,PROVINCE_STATE_NAME,PEOPLE_IN_INTENSIVE_CARE_CURRENTLY_COUNT,PEOPLE_PENDING_CASES_COUNT,PEOPLE_RECOVERED_COUNT,REPORTED_DATE_TIME,PEOPLE_POSITIVE_NEGATIVE_TEST_RESULTS_COUNT,DATA_SOURCE_NAME,PEOPLE_DEATH_NEW_COUNT,PEOPLE_INTUBATED_CUMULATIVE_COUNT,PEOPLE_TEST_RESULTS_NEW_COUNT,PEOPLE_IN_INTENSIVE_CARE_CUMULATIVE_COUNT,PROVINCE_STATE_FIPS_NUMBER,PEOPLE_NEGATIVE_CASES_COUNT,PEOPLE_HOSPITALIZED_NEW_COUNT,PEOPLE_HOSPITALIZED_CUMULATIVE_COUNT,PEOPLE_INTUBATED_CURRENTLY_COUNT,PEOPLE_HOSPITALIZED_CURRENTLY_COUNT,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT
880,CO,A,5172,4/7/2020,Colorado,,,,4/6/2020 6:00:00 PM,28901,COVID Tracking Project Historical,10,,1202,,08,21703,70,994,,786,222,150
1475,CT,A,7781,4/7/2020,Connecticut,,,,4/7/2020 4:00:00 AM,29036,COVID Tracking Project Historical,71,,2350,,09,21255,0,,,1308,875,277
256,DC,A,1211,4/7/2020,District of Columbia,,,318,4/6/2020 12:00:00 AM,7823,COVID Tracking Project Historical,-2,,370,,11,6612,0,,,,114,22
1307,DE,A,928,4/7/2020,Delaware,,,144,4/7/2020 4:30:00 PM,8556,COVID Tracking Project Historical,4,,1562,,10,7628,0,,,147,255,28
13465,FL,A,14747,4/7/2020,Florida,,1407,,4/7/2020 4:36:00 PM,138162,COVID Tracking Project Historical,60,,14888,,12,123415,317,1999,,,1423,296
935,GA,A,8818,4/7/2020,Georgia,,,,4/7/2020 11:28:00 AM,33713,COVID Tracking Project Historical,100,,2439,,13,24895,442,1774,,,1504,329
24,GU,,121,4/7/2020,Guam,2,,27,4/7/2020 7:00:00 AM,650,COVID Tracking Project Historical,0,,32,,66,529,0,,2,21,8,4
0,HI,A,387,4/7/2020,Hawaii,,,89,4/6/2020 6:00:00 PM,13542,COVID Tracking Project Historical,1,,16,6,15,13155,5,26,,,16,5
1017,IA,A,1048,4/7/2020,Iowa,,,341,4/7/2020 12:00:00 AM,12718,COVID Tracking Project Historical,1,,1119,,19,11670,14,193,,104,102,26
182,ID,A,1170,4/7/2020,Idaho,,,,4/6/2020 7:00:00 PM,11246,COVID Tracking Project Historical,3,,251,21,16,10076,6,83,,67,69,13
4503,IL,A,13549,4/7/2020,Illinois,1166,,,4/7/2020 12:00:00 AM,68732,COVID Tracking Project Historical,73,,5790,,17,55183,0,,821,3680,1287,380
2010,IN,B,5507,4/7/2020,Indiana,924,,,4/6/2020 11:59:00 PM,28764,COVID Tracking Project Historical,34,,2573,,18,23257,0,,507,,563,173
375,KS,B,900,4/7/2020,Kansas,,,,4/7/2020 12:00:00 PM,9514,COVID Tracking Project Historical,2,,430,,20,8614,25,223,,,55,27
1135,KY,A,1008,4/7/2020,Kentucky,,,,4/6/2020 5:00:00 PM,19955,COVID Tracking Project Historical,14,,1188,,21,18947,0,,,,53,59
4072,LA,A,16284,4/7/2020,Louisiana,,,,4/7/2020 1:00:00 PM,74655,COVID Tracking Project Historical,70,,5489,,22,58371,0,,519,1996,1417,582
3550,MA,B,15104,4/7/2020,Massachusetts,,,,4/7/2020 12:30:00 PM,81374,COVID Tracking Project Historical,67,,4915,,25,66270,164,1831,,1831,1365,515
1684,MD,A,4371,4/7/2020,Maryland,,,288,4/7/2020 10:00:00 AM,31627,COVID Tracking Project Historical,22,,2010,,24,27256,47,1106,,,326,160
0,ME,A,519,4/7/2020,Maine,,,176,4/7/2020 11:45:00 AM,6607,COVID Tracking Project Historical,2,,20,,23,6088,7,99,,,20,12
3082,MI,B,26964,4/7/2020,Michigan,,,56,4/7/2020 11:00:00 AM,77308,COVID Tracking Project Historical,158,,4261,,26,50344,0,,,,1179,1449
1448,MN,A,1432,4/7/2020,Minnesota,64,,515,4/6/2020 5:00:00 PM,32035,COVID Tracking Project Historical,4,,1550,100,27,30603,19,242,,120,102,34
1819,MO,A,3037,4/7/2020,Missouri,,,,4/7/2020 3:00:00 PM,31969,COVID Tracking Project Historical,14,,2134,,29,28932,0,,,508,315,53
2,MP,,8,4/7/2020,Northern Mariana Islands,,,,4/7/2020 5:39:00 AM,23,COVID Tracking Project Historical,1,,2,,69,15,0,,,,0,2
0,MS,A,1915,4/7/2020,Mississippi,,,,4/7/2020 7:00:00 PM,20547,COVID Tracking Project Historical,8,,177,,28,18632,-98,377,,,177,59
175,MT,A,319,4/7/2020,Montana,,,,4/7/2020 1:28:00 PM,6985,COVID Tracking Project Historical,0,,195,,30,6666,4,28,,,20,6
5,NC,A,3221,4/7/2020,North Carolina,,,,4/7/2020 10:15:00 AM,41082,COVID Tracking Project Historical,13,,356,,37,37861,0,,,354,351,46
478,ND,B,237,4/7/2020,North Dakota,,,82,4/7/2020 1:00:00 PM,7703,COVID Tracking Project Historical,1,,490,,38,7466,1,33,,18,12,4
433,NE,A,447,4/7/2020,Nebraska,,,,4/7/2020 2:38:00 PM,7258,COVID Tracking Project Historical,2,,471,,31,6811,0,,,,38,10
318,NH,B,715,4/7/2020,New Hampshire,,49,151,4/6/2020 9:00:00 AM,8734,COVID Tracking Project Historical,0,,364,,33,8019,11,103,,,46,9
2616,NJ,A,44416,4/7/2020,New Jersey,1651,,,4/7/2020 1:00:00 PM,94974,COVID Tracking Project Historical,297,,5942,,34,50558,0,,1540,7017,3326,1631
2627,NM,A,686,4/7/2020,New Mexico,,,133,4/6/2020 12:00:00 AM,21825,COVID Tracking Project Historical,0,,2689,,35,21139,0,,18,48,62,12
876,NV,A,2087,4/7/2020,Nevada,,,,4/7/2020 10:00:00 AM,18639,COVID Tracking Project Historical,12,,1010,,32,16552,0,,,282,134,91
11073,NY,A,138863,4/7/2020,New York,4539,,14590,4/6/2020 12:00:00 AM,340058,COVID Tracking Project Historical,731,,19247,,36,201195,2555,36932,,17493,8174,5489
2128,OH,B,4782,4/7/2020,Ohio,,,,4/7/2020 2:00:00 PM,50838,COVID Tracking Project Historical,25,,2460,417,39,46056,140,1354,,,332,167
10399,OK,B,1472,4/7/2020,Oklahoma,137,,612,4/7/2020 8:00:00 AM,13293,COVID Tracking Project Historical,16,,10544,,40,11821,36,376,,186,145,67
1157,OR,A,1181,4/7/2020,Oregon,,,,4/6/2020 11:00:00 AM,23007,COVID Tracking Project Historical,6,,1206,,41,21826,66,324,69,,49,33
5845,PA,A,14559,4/7/2020,Pennsylvania,,,,4/7/2020 1:00:00 PM,91278,COVID Tracking Project Historical,78,,7424,,42,76719,-1145,,548,1665,1579,240
534,PR,A,573,4/7/2020,Puerto Rico,,968,,4/7/2020 7:00:00 AM,4539,COVID Tracking Project Historical,2,,594,,72,3966,0,,,,60,23
1486,RI,B,1617,4/7/2020,Rhode Island,40,,35,4/7/2020 3:00:00 AM,10615,COVID Tracking Project Historical,3,,1924,,44,10095,0,,26,123,261,30
4336,SC,B,2417,4/7/2020,South Carolina,,,,4/7/2020 4:02:00 PM,23680,COVID Tracking Project Historical,7,,4704,,45,21263,0,241,,,368,51
216,SD,A,320,4/7/2020,South Dakota,,2,98,4/6/2020 6:00:00 PM,6268,COVID Tracking Project Historical,2,,248,,46,5948,0,23,,,32,6
5188,TN,A,4138,4/7/2020,Tennessee,,,466,4/7/2020 3:00:00 PM,52874,COVID Tracking Project Historical,7,,5524,,47,48736,56,408,,802,336,72
2306,TX,A,8262,4/7/2020,Texas,,,38,4/6/2020 9:00:00 PM,88649,COVID Tracking Project Historical,14,,3292,,48,80387,0,,,1252,986,154
1190,UT,A,1738,4/7/2020,Utah,,,,4/7/2020 3:00:00 PM,34647,COVID Tracking Project Historical,0,,1253,,49,32909,10,148,,,63,13
3669,VA,A,3333,4/7/2020,Virginia,,,,4/6/2020 5:00:00 PM,28645,COVID Tracking Project Historical,9,108,4124,145,51,25312,66,563,,,455,63
0,VI,,43,4/7/2020,Virgin Islands,,20,36,4/6/2020 9:50:00 PM,265,COVID Tracking Project Historical,0,,0,,78,222,0,,,,0,1
484,VT,A,608,4/7/2020,Vermont,,,15,4/7/2020 12:00:00 AM,7253,COVID Tracking Project Historical,0,,517,,50,6645,0,45,,29,33,23
4964,WA,A,10547,4/7/2020,Washington,190,,,4/7/2020 12:00:00 AM,115077,COVID Tracking Project Historical,22,,5229,,53,104530,0,,,641,265,429
1938,WI,A,3064,4/7/2020,Wisconsin,,,,4/7/2020 4:00:00 PM,31576,COVID Tracking Project Historical,15,,2136,200,55,28512,77,745,,,198,92
2052,WV,B,412,4/7/2020,West Virginia,,,,4/7/2020 10:00:00 AM,12059,COVID Tracking Project Historical,0,,2119,,54,11647,0,,,,67,4
70,WY,A,216,4/7/2020,Wyoming,,,62,4/7/2020 10:57:00 AM,4005,COVID Tracking Project Historical,0,,76,,56,3789,10,33,,,6,0
593,AK,A,191,4/6/2020,Alaska,,,,4/6/2020 2:45:00 PM,6883,COVID Tracking Project Historical,0,,599,,02,6692,3,23,,,6,6
1515,AL,B,1968,4/6/2020,Alabama,,,,4/6/2020 12:00:00 AM,14765,COVID Tracking Project Historical,5,,1687,,01,12797,9,240,,297,172,50
1558,AR,A,875,4/6/2020,Arkansas,,,102,4/6/2020 2:35:00 PM,12845,COVID Tracking Project Historical,0,39,1603,,05,11970,7,137,22,74,45,16
0,AS,,0,4/6/2020,American Somoa,,2,,4/6/2020 4:00:00 PM,3,COVID Tracking Project Historical,0,,0,,60,3,0,,,,0,0
4937,AZ,B,2456,4/6/2020,Arizona,,,,4/6/2020 12:00:00 AM,32534,COVID Tracking Project Historical,1,,5124,,04,30078,59,819,,,187,65
0,CA,B,14336,4/6/2020,California,1085,15000,,4/6/2020 12:00:00 AM,117431,COVID Tracking Project Historical,24,,898,,06,103095,0,,,2509,898,343
1488,CO,A,4950,4/6/2020,Colorado,,,,4/5/2020 6:00:00 PM,27699,COVID Tracking Project Historical,14,,2120,,08,20823,49,924,,786,385,140
2185,CT,A,6906,4/6/2020,Connecticut,,,,4/6/2020 3:15:00 PM,26686,COVID Tracking Project Historical,17,,3416,,09,19780,0,,,1221,1231,206
520,DC,A,1097,4/6/2020,District of Columbia,,,287,4/5/2020 12:00:00 AM,7453,COVID Tracking Project Historical,2,,619,,11,6356,0,,,,99,24
0,DE,A,673,4/6/2020,Delaware,,,71,4/5/2020 3:30:00 AM,6994,COVID Tracking Project Historical,5,,0,,10,6321,0,,,101,0,24
8697,FL,A,13324,4/6/2020,Florida,,1142,,4/6/2020 12:17:00 PM,123274,COVID Tracking Project Historical,18,,9870,,12,109950,110,1682,,,1173,236
2775,GA,A,7314,4/6/2020,Georgia,,,,4/6/2020 11:28:00 AM,31274,COVID Tracking Project Historical,18,,3442,,13,23960,49,1332,,,667,229
12,GU,,113,4/6/2020,Guam,2,,25,4/6/2020 6:00:00 AM,618,COVID Tracking Project Historical,0,,13,,66,505,0,,,21,1,4
551,HI,A,371,4/6/2020,Hawaii,,,85,4/5/2020 6:00:00 PM,13526,COVID Tracking Project Historical,0,,571,6,15,13155,2,21,,,20,4
680,IA,A,946,4/6/2020,Iowa,,,284,4/6/2020 12:00:00 AM,11599,COVID Tracking Project Historical,3,,758,,19,10653,14,179,,99,78,25
710,ID,A,1101,4/6/2020,Idaho,,,,4/5/2020 7:00:00 PM,10995,COVID Tracking Project Historical,0,,734,16,16,9894,11,77,,62,24,10
2953,IL,A,12262,4/6/2020,Illinois,,,,4/6/2020 12:00:00 AM,62942,COVID Tracking Project Historical,33,,3959,,17,50680,0,,,,1006,307
3006,IN,B,4944,4/6/2020,Indiana,924,,,4/6/2020 2:00:00 PM,26191,COVID Tracking Project Historical,12,,3539,,18,21247,0,,507,,533,139
763,KS,B,845,4/6/2020,Kansas,,,,4/6/2020 12:00:00 PM,9084,COVID Tracking Project Historical,3,,861,,20,8239,15,198,,,98,25
